21;1;13011504;130115040011;130115040014;10-1-0-143;10-1-0-143-1;10-1-0-143;10-1-0-143-1;10-1-0-143;10-1-0-143-1;121.50458475035374;31.24419884815543;0682_0619;069_062;121.50782999002013;31.23276865977042;0695_0622;070_063;11;850364526;0114;0;1;00a000002e547e86;460036101895236;1282e0e4;;;6.16.3.5;0;;;;;72011215;72011343;;;3000;22;2206;;1;;1;6.16.3.20;172.24.4.51;143;1;143;1;;;;;0;37;0;37;0;37;1;345;382;0;0;2;17;18;;;;;2;1;1;0;36;6.16.3.5;2;0;1;143;1;0;305;6.16.3.5;305;;1;143;1;;;;1;72014130;;;1;18;72011215;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72011377;0;0;143;1;26;1;37;0;164;2;1;1;1;0;192;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040003;130115040014;10-1-0-134;10-1-0-134-1;10-1-0-134;10-1-0-134-1;10-1-0-134;10-1-0-134-1;121.49045976055264;31.237712474653904;0689_0606;069_061;121.49100699554334;31.237900856214843;0689_0606;069_061;11;850364527;0114;0;1;00a000002c3d58a7;460036301239785;12836571;;;6.16.3.5;0;;;;;72003969;72004134;;;11000;1;1;;0;;1;6.16.3.20;172.24.4.48;134;1;134;1;;;;;0;37;0;37;0;37;1;60;105;0;0;2;19;20;;;;;2;1;2;0;60;6.16.3.5;;;;;;;305;6.16.3.5;305;;8;134;1;;;;1;72014620;;;1;18;72003969;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72004194;0;1;134;1;26;1;37;0;104;7;1;1;1;0;61;1;;;;68;3;26;7;37;0;32257;18;1;1;1;0;77;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72008040;2;1;134;1;26;1;37;0;104;7;1;1;1;1;60;1;;;;68;3;26;7;37;0;32256;18;0;1;0;0;60;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040004;130115040015;10-1-0-133;10-1-0-133-3;10-1-0-133;10-1-0-133-3;10-1-0-291;10-1-0-291-3;121.48588295705089;31.249001371501755;0677_0601;068_061;121.4857630520181;31.252609866702176;0673_0601;068_061;11;850364528;0114;0;1;00a1000022018356;460030131707740;12826f51;;;6.16.3.5;0;;;;;72004135;72004300;;;11000;1;1;;0;;1;6.16.3.14;172.24.4.52;133;3;133;3;;;;;0;78;0;78;0;78;1;74;131;0;0;2;19;20;;;;;2;1;1;0;44;6.16.3.5;;;;;;;305;6.16.3.6;306;;8;291;3;;;;1;72014760;;;1;18;72004135;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72004360;0;2;133;3;26;1;78;0;436;19;1;1;1;0;35;1;;;;291;3;26;1;78;0;22784;19;1;1;1;0;35;1;;;;660;1;26;1;78;0;1026;18;1;1;1;0;67;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;;130115040014;10-1-0-141;10-1-0-141-3;;;;;121.48991342400679;31.235389676178805;0692_0605;070_061;121.48795209117088;31.23349123751824;0694_0603;070_061;11;850364529;0114;0;1;00a100000d91f984;460030941805288;12824d39;72014795;;6.16.3.5;2;0;;72014688;72014795;;;;;;;;;;;1;;;141;3;;;;;;;0;78;;;;;;;;;;1;28;;;;;;2;1;2;0;;6.16.3.5;;;;;;;305;0.0.0.0;;;8;;;;;;;72014795;;;2;15;72014688;101712529;14;72014688;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;72014688;0;1;141;3;26;1;78;0;424;7;1;0;0;0;68;1;;;;241;3;26;1;78;0;23040;17;1;0;0;0;68;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72014795;0;1;141;3;26;1;78;0;424;7;1;0;0;0;68;1;;;;67;1;27;1;78;0;8192;17;1;0;0;0;68;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;;130115040014;10-1-0-17;10-1-0-17-3;;;;;121.46966897985473;31.244914151678355;0681_0586;069_059;121.47371277117871;31.243077870495725;0683_0590;069_059;11;850364530;0114;0;1;0099000099615885;460030427156054;128271fd;72014808;;6.16.3.5;2;0;;72014649;72014808;;;;;;;;;;;1;;;17;3;;;;;;;0;37;;;;;;;;;;1;28;;;;;;2;1;2;0;;6.16.3.5;;;;;;;305;0.0.0.0;;;8;;;;;;;72014808;;;2;15;72014649;101732753;14;72014649;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;72014649;0;1;17;3;26;1;37;0;408;6;1;0;0;0;48;1;;;;208;2;28;7;37;0;12800;9;1;0;0;0;48;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72014808;0;1;17;3;26;1;37;0;408;5;1;0;0;0;48;1;;;;208;2;28;7;37;0;12800;13;1;0;0;0;48;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040014;130115040015;10-1-0-900;10-1-0-900-1;10-1-0-900;10-1-0-900-1;10-1-0-900;10-1-0-900-1;121.4773267949112;31.2474095203108;0678_0593;068_060;121.47688;31.247090107810603;0679_0593;068_060;11;850364531;0114;0;1;0099000089742210;460030087463431;12e31697;;;6.16.3.8;0;;;;;72014102;72014266;;72013715;1000;22;2206;;0;;1;6.16.3.9;172.24.4.54;900;1;900;1;;;;;0;78;0;78;0;78;1;268;736;0;0;2;19;20;;;;;2;1;1;0;12;6.16.3.8;;;;;;;308;6.16.3.8;308;;2;900;1;;;;1;72014672;;;1;18;72014102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72014339;0;2;790;3;25;7;78;0;460;16;1;1;1;0;11;1;;;;900;1;26;1;78;0;8704;12;1;1;1;0;11;1;;;;660;3;26;1;78;0;22529;20;1;1;1;0;27;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040008;130115040015;10-1-0-28;10-1-0-28-3;10-1-0-28;10-1-0-28-3;10-1-0-28;10-1-0-28-3;121.51053723988511;31.228645313804748;0699_0625;070_063;121.51416107953736;31.229585968081363;0698_0628;070_063;11;850364532;0114;0;0;000000000d332a48;460030966728029;12e34deb;;;6.16.3.8;0;;;;;72008782;72008953;;;7000;1;1;;0;;1;6.16.3.12;172.24.4.26;28;3;28;3;;;;;0;37;0;37;0;37;1;2161;1731;0;0;2;19;20;;;;;2;1;1;0;40;6.16.3.8;;;;;;;308;6.16.3.8;308;;8;28;3;;;;1;72015060;;;1;18;72008782;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72009026;0;0;28;3;26;1;37;0;388;2;1;1;1;0;40;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040012;130115040014;10-1-0-142;10-1-0-142-2;10-1-0-142;10-1-0-142-2;10-1-0-142;10-1-0-142-2;121.5177336857959;31.24006037014303;0686_0631;069_064;121.51291715385709;31.242578279377597;0684_0627;069_063;11;850364533;0114;0;1;0099000214053633;460036641205716;12c3942a;;;6.16.3.7;0;;;;;72012662;72012811;;;2000;1;2;;0;;1;6.16.3.11;172.24.4.52;142;2;142;2;;;;;0;119;0;119;0;119;1;74;133;0;0;2;19;20;;;;;2;1;1;0;80;6.16.3.7;;;;;;;307;6.16.3.7;307;;8;142;2;;;;1;72014205;;;1;18;72012662;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72012865;0;0;142;2;26;1;119;0;280;13;1;1;1;0;64;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;;130115040014;10-1-0-142;10-1-0-142-2;;;;;121.50902608668852;31.25081574722132;0675_0623;068_063;121.50905725968065;31.25080179881192;0675_0623;068_063;11;850364534;0114;0;1;0099000099946765;460036391728434;12c3d02b;72014809;;6.16.3.7;2;0;;72014176;72014809;;;;;;;;;;;1;;;142;2;;;;;;;0;119;;;;;;;;;;1;28;;;;;;2;1;2;0;;6.16.3.7;;;;;;;307;0.0.0.0;;;8;;;;;;;72014809;;;2;15;72014176;101725523;14;72014176;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;72014176;0;2;142;2;26;1;119;0;280;12;1;0;0;0;80;1;;;;151;3;24;5;119;0;25600;19;1;0;0;0;80;1;;;;142;1;26;1;119;0;7171;15;1;0;0;0;80;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72014808;0;2;142;2;26;1;119;0;280;15;1;0;0;0;80;1;;;;151;3;24;5;119;0;25600;19;1;0;0;0;80;1;;;;142;1;26;1;119;0;7171;32;1;0;0;0;80;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115035955;130115040013;10-1-0-142;10-1-0-142-1;10-1-0-142;10-1-0-142-1;10-1-0-142;10-1-0-142-1;121.50488558604204;31.25314556625457;0672_0619;068_062;121.51115554912835;31.24278292458611;0683_0625;069_063;11;850364535;0114;0;1;00a000002c902bb4;460036700477051;1261c962;;;6.16.3.4;0;;;;;71995502;71995620;;;18000;1;1;;0;;1;6.16.3.11;172.24.4.51;142;1;142;1;;;;;0;78;0;78;0;78;1;269;362;0;0;2;19;20;;;;;2;1;1;0;52;6.16.3.7;;;;;;;304;6.16.3.7;307;;8;142;1;;;;1;72012979;;;1;18;71995502;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;71995691;0;0;142;1;26;1;78;0;112;3;1;1;1;0;192;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040001;130115040013;10-1-0-142;10-1-0-142-1;10-1-0-142;10-1-0-142-1;10-1-0-142;10-1-0-142-1;121.50955946392511;31.23962951767685;0687_0624;069_063;121.50963785325823;31.239705605761174;0687_0624;069_063;11;850364536;0114;0;1;00a100002313eeb5;460030238046844;12608d9d;;;6.16.3.4;0;;;;;72001689;72001836;;;12000;1;1;;0;;1;6.16.3.9;172.24.4.26;142;1;142;1;;;;;0;78;0;78;0;78;1;1001;1163;0;0;2;19;20;;;;;2;1;2;0;64;6.16.3.7;;;;;;;304;6.16.3.7;307;;2;142;1;;;;1;72013183;;;1;18;72001689;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72001890;0;1;142;1;26;1;78;0;112;4;1;1;1;0;64;1;;;;142;3;26;1;78;0;28672;17;1;1;1;0;64;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72005763;2;1;142;1;26;1;78;0;112;5;1;1;1;1;61;1;;;;142;3;26;1;78;0;28672;17;0;1;0;0;61;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040003;130115040014;10-1-0-156;10-1-0-156-3;10-1-0-156;10-1-0-156-3;10-1-0-156;10-1-0-156-3;121.5044341587539;31.241908072055722;0684_0619;069_062;121.50438103557218;31.241940621930155;0684_0619;069_062;11;850364537;0114;0;1;00a000002a046a65;460030168206029;12a248ea;;;6.16.3.6;0;;;;;72003656;72003845;;;11000;1;1;;0;;1;6.16.3.22;172.24.4.26;156;3;156;3;;;;;0;37;0;37;0;37;1;536;1985;0;0;2;19;20;;;;;2;1;2;0;0;6.16.3.6;;;;;;;306;6.16.3.6;306;;8;156;3;;;;1;72014685;;;1;18;72003656;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72003905;0;2;156;3;26;1;37;0;460;8;1;1;1;0;98;1;;;;28;1;26;1;37;0;3340;15;1;1;1;0;290;1;;;;142;3;26;1;37;0;28684;19;1;1;1;0;290;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72007765;2;2;156;3;26;1;37;0;460;8;1;1;1;1;99;1;;;;28;1;26;1;37;0;3340;13;1;1;1;1;291;1;;;;142;3;26;1;37;0;28684;20;0;1;0;0;291;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040000;130115040015;10-1-0-236;10-1-0-236-1;10-1-0-236;10-1-0-236-1;10-1-0-236;10-1-0-236-1;121.48288857165527;31.251305015157445;0674_0598;068_060;121.48385175448952;31.248825568886087;0677_0599;068_060;11;850364538;0114;0;1;00a1000022053222;460030131678886;12a25639;;;6.16.3.6;0;;;;;72000715;72000892;;;15000;1;1;;0;;1;6.16.3.11;172.24.4.52;236;1;236;1;;;;;0;37;0;37;0;37;1;102;359;0;0;2;19;20;;;;;2;1;1;0;36;6.16.3.6;;;;;;;306;6.16.3.6;306;;8;236;1;;;;1;72015225;;;1;18;72000715;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72000945;0;0;236;1;26;1;37;0;48;4;1;1;1;0;37;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115035954;130115040012;10-1-0-133;10-1-0-133-1;10-1-0-133;10-1-0-133-1;10-1-0-133;10-1-0-133-1;121.48547829778445;31.25595227821935;0669_0601;067_061;121.49090751584725;31.25405078765114;0671_0606;068_061;11;850364539;0114;0;1;00a1000015fbd8bb;460036301190315;128201f7;;;6.16.3.5;0;;;;;71994202;71997351;;71996134;18000;1;1;;0;;1;6.16.3.11;172.24.4.49;133;1;133;1;;;;;0;37;0;37;0;37;1;857;1782;0;0;2;19;20;;;;;2;1;2;0;36;6.16.3.5;;;;;;;305;6.16.3.5;305;;8;133;1;;;;1;72015052;;;1;18;71994202;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;71994202;0;0;133;1;26;1;37;0;100;2;1;0;1;0;36;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71997485;0;0;133;1;26;1;37;0;100;2;1;1;1;0;37;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;13011504;130115040012;130115040015;10-1-0-142;10-1-0-142-2;10-1-0-142;10-1-0-142-2;10-1-0-142;10-1-0-142-2;121.5108556045676;31.243804553589854;0682_0625;069_063;121.51215325075158;31.243145226210668;0683_0626;069_063;11;850364540;0114;0;1;0099000098907126;460036161909185;12c2341e;;;6.16.3.7;0;;;;;72012082;72012223;;;3000;1;2;;1;;1;6.16.3.10;172.24.4.54;142;2;142;2;;;;;0;119;0;119;0;119;1;246;136;0;0;2;17;18;;;;;2;1;1;0;68;6.16.3.7;2;0;1;142;2;0;307;6.16.3.7;307;;8;142;2;;;;1;72015190;;;1;18;72012082;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;72012297;0;1;142;2;26;1;119;0;280;6;1;1;1;0;66;1;;;;142;1;26;1;119;0;7169;19;1;1;1;0;82;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
